code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.09988,阿里巴巴-W,2021-02-19 00:00:00,253.40323,254.40323,255.40323,249.80323,34.093,0.00127,27537542,7040845064.0,-1.3188352993094685,257.80323
HK.09988,阿里巴巴-W,2021-02-22 00:00:00,253.40323,248.00323,253.80323,247.20323,33.244,0.00143,30923499,7816051357.0,-2.5156913298624413,254.40323
HK.09988,阿里巴巴-W,2021-02-23 00:00:00,243.80323,245.00323,246.20323,240.60323,32.846,0.00113,24370829,6016334362.0,-1.2096616644871925,248.00323
HK.09988,阿里巴巴-W,2021-02-24 00:00:00,245.00323,240.20323,246.20323,237.40323,32.21,0.00144,31209824,7594054253.0,-1.9591578445720945,245.00323
HK.09988,阿里巴巴-W,2021-02-25 00:00:00,240.80323,240.80323,246.20323,236.60323,32.289,0.00128,27601154,6728205572.0,0.24978848119570365,240.20323
HK.09988,阿里巴巴-W,2021-02-26 00:00:00,230.20323,229.80323,231.80323,228.20323,30.83,0.00199,42971525,10057303513.0,-4.568045038266305,240.80323
HK.09988,阿里巴巴-W,2021-03-01 00:00:00,232.20323,232.00323,234.00323,229.80323,31.122,0.00119,25781049,6032555638.0,0.9573407649666145,229.80323
HK.09988,阿里巴巴-W,2021-03-02 00:00:00,232.00323,226.80323,232.80323,226.40323,30.432,0.00131,28438280,6572874941.0,-2.2413481053690454,232.00323
HK.09988,阿里巴巴-W,2021-03-03 00:00:00,227.00323,229.80323,231.40323,224.80323,30.83,0.00087,18744515,4345926328.0,1.3227324848945052,226.80323
HK.09988,阿里巴巴-W,2021-03-04 00:00:00,228.40323,224.60323,228.60323,224.40323,30.14,0.00082,17756272,4054005938.0,-2.2628054444665624,229.80323
HK.09988,阿里巴巴-W,2021-03-05 00:00:00,221.20323,224.40323,227.20323,218.60323,30.114,0.00123,26560051,6010215072.0,-0.08904591443319343,224.60323
HK.09988,阿里巴巴-W,2021-03-08 00:00:00,226.20323,218.00323,229.00323,217.60323,29.265,0.00113,24540546,5500393865.0,-2.852008859230772,224.40323
HK.09988,阿里巴巴-W,2021-03-09 00:00:00,221.40323,221.40323,227.40323,216.00323,29.775,0.00163,35249748,7921617125.0,1.559609919541103,218.00323
HK.09988,阿里巴巴-W,2021-03-10 00:00:00,228.40323,225.80323,229.00323,225.40323,30.36,0.0014,30292760,6944357102.0,1.9873242138337393,221.40323
HK.09988,阿里巴巴-W,2021-03-11 00:00:00,226.40323,225.00323,227.80323,223.80323,30.253,0.00135,29228815,6684606598.0,-0.3542907690027336,225.80323
HK.09988,阿里巴巴-W,2021-03-12 00:00:00,230.40323,223.40323,231.80323,223.20323,30.041,0.00158,34231547,7869147069.0,-0.7111009028625919,225.00323
HK.09988,阿里巴巴-W,2021-03-15 00:00:00,224.40323,218.80323,225.20323,216.80323,29.429,0.00156,33908103,7554639710.0,-2.0590570691390604,223.40323
HK.09988,阿里巴巴-W,2021-03-16 00:00:00,219.80323,218.80323,220.00323,218.00323,29.429,0.00096,20868000,4622070303.0,0.0,218.80323
HK.09988,阿里巴巴-W,2021-03-17 00:00:00,218.40323,220.00323,220.80323,216.80323,29.589,0.00086,18718973,4148452141.0,0.5484379732419803,218.80323
HK.09988,阿里巴巴-W,2021-03-18 00:00:00,224.00323,231.00323,236.00323,223.80323,31.051,0.0027,58621778,13742631451.0,4.999926591986854,220.00323
HK.09988,阿里巴巴-W,2021-03-19 00:00:00,229.40323,232.00323,232.00323,227.00323,31.184,0.00207,44914799,10463877725.0,0.4328943798751212,231.00323
HK.09988,阿里巴巴-W,2021-03-22 00:00:00,229.80323,228.60323,231.80323,228.00323,30.732,0.00067,14508251,3370902191.0,-1.46549683812592,232.00323
HK.09988,阿里巴巴-W,2021-03-23 00:00:00,228.80323,227.40323,230.20323,225.40323,30.572,0.00121,26218754,6046866155.0,-0.5249269662550212,228.60323
HK.09988,阿里巴巴-W,2021-03-24 00:00:00,230.00323,227.40323,231.00323,225.80323,30.572,0.00073,15811948,3642246790.0,0.0,227.40323
HK.09988,阿里巴巴-W,2021-03-25 00:00:00,216.00323,218.40323,219.60323,212.60323,29.376,0.00142,30783245,6763730544.0,-3.9577274254195953,227.40323
HK.09988,阿里巴巴-W,2021-03-26 00:00:00,215.20323,213.40323,216.00323,211.40323,28.711,0.00152,32976932,7121902938.0,-2.289343431413537,218.40323
HK.09988,阿里巴巴-W,2021-03-29 00:00:00,213.40323,213.60323,215.00323,211.80323,28.738,0.00119,25704513,5548199167.0,0.0937192937520152,213.40323
HK.09988,阿里巴巴-W,2021-03-30 00:00:00,221.80323,219.00323,222.60323,218.20323,29.456,0.00156,33848578,7538783515.0,2.528051659143921,213.60323
HK.09988,阿里巴巴-W,2021-03-31 00:00:00,221.40323,217.40323,221.60323,217.20323,29.243,0.00092,19946806,4406987803.0,-0.7305828320431594,219.00323
HK.09988,阿里巴巴-W,2021-04-01 00:00:00,220.40323,223.00323,223.60323,218.00323,29.988,0.00106,23025316,5149546298.0,2.575858693543787,217.40323
HK.09988,阿里巴巴-W,2021-04-07 00:00:00,221.60323,219.40323,223.00323,218.80323,29.509,0.00115,24885227,5550631946.0,-1.6143263933890082,223.00323
HK.09988,阿里巴巴-W,2021-04-08 00:00:00,219.20323,220.40323,222.40323,218.20323,29.642,0.00117,25337633,5664406310.0,0.45578180412384994,219.40323
HK.09988,阿里巴巴-W,2021-04-09 00:00:00,220.40323,215.40323,220.40323,214.20323,28.977,0.00105,22699587,4972340264.0,-2.2685692945607014,220.40323
HK.09988,阿里巴巴-W,2021-04-12 00:00:00,227.40323,229.60323,235.00323,224.00323,30.865,0.00359,77835113,18147041010.0,6.592287404418211,215.40323
HK.09988,阿里巴巴-W,2021-04-13 00:00:00,237.40323,230.60323,239.00323,229.80323,30.998,0.00166,35951883,8516949881.0,0.43553394261918704,229.60323
HK.09988,阿里巴巴-W,2021-04-14 00:00:00,234.00323,235.20323,235.40323,232.40323,31.609,0.00099,21526494,5098805723.0,1.994768243272219,230.60323
HK.09988,阿里巴巴-W,2021-04-15 00:00:00,231.40323,231.20323,232.20323,228.00323,31.078,0.00094,20324396,4744676727.0,-1.7006569169989716,235.20323
HK.09988,阿里巴巴-W,2021-04-16 00:00:00,229.40323,233.00323,234.80323,229.00323,31.317,0.00145,31491743,7393839935.0,0.7785358361991792,231.20323
HK.09988,阿里巴巴-W,2021-04-19 00:00:00,229.40323,229.40323,231.80323,228.60323,30.838,0.00112,24351578,5679238436.0,-1.5450429592757122,233.00323
HK.09988,阿里巴巴-W,2021-04-20 00:00:00,225.80323,225.60323,226.00323,222.60323,30.333,0.00092,19985710,4543897861.0,-1.6564718814116135,229.40323
HK.09988,阿里巴巴-W,2021-04-21 00:00:00,219.40323,219.20323,220.20323,217.60323,29.482,0.00098,21338590,4721783380.0,-2.83683881653645,225.60323
HK.09988,阿里巴巴-W,2021-04-22 00:00:00,219.20323,218.80323,221.80323,218.00323,29.429,0.00069,15020535,3331485472.0,-0.18247906292255697,219.20323
HK.09988,阿里巴巴-W,2021-04-23 00:00:00,221.00323,221.80323,224.00323,220.20323,29.828,0.00075,16197504,3638145390.0,1.3710949331049638,218.80323
HK.09988,阿里巴巴-W,2021-04-26 00:00:00,223.40323,222.00323,225.20323,221.80323,29.855,0.00066,14207473,3208411996.0,0.09017001240242922,221.80323
HK.09988,阿里巴巴-W,2021-04-27 00:00:00,223.40323,223.80323,226.00323,222.80323,30.094,0.00065,14100733,3200336205.0,0.8107990140503862,222.00323
HK.09988,阿里巴巴-W,2021-04-28 00:00:00,226.20323,229.00323,229.40323,224.40323,30.785,0.00127,27538276,6357138869.0,2.3234695942502657,223.80323
HK.09988,阿里巴巴-W,2021-04-29 00:00:00,231.20323,228.80323,231.20323,227.80323,30.759,0.00062,13445304,3120067844.0,-0.08733501269828754,229.00323
HK.09988,阿里巴巴-W,2021-04-30 00:00:00,224.40323,222.40323,224.80323,220.80323,29.908,0.00085,18390472,4141220775.0,-2.797163309276711,228.80323
HK.09988,阿里巴巴-W,2021-05-03 00:00:00,222.40323,221.20323,224.20323,219.80323,29.748,0.0005,10743054,2401662834.0,-0.5395605090807436,222.40323
HK.09988,阿里巴巴-W,2021-05-04 00:00:00,220.80323,222.60323,223.00323,220.40323,29.934,0.0004,8757722,1965706404.0,0.63290215066028,221.20323
HK.09988,阿里巴巴-W,2021-05-05 00:00:00,219.00323,217.40323,220.00323,216.80323,29.243,0.00071,15431071,3408118991.0,-2.3359948550611724,222.60323
HK.09988,阿里巴巴-W,2021-05-06 00:00:00,218.20323,219.00323,220.20323,217.00323,29.456,0.00053,11577986,2560554195.0,0.7359596267267944,217.40323
HK.09988,阿里巴巴-W,2021-05-07 00:00:00,218.40323,217.20323,219.80323,216.40323,29.217,0.00072,15513681,3424316508.0,-0.8219056860485626,219.00323
HK.09988,阿里巴巴-W,2021-05-10 00:00:00,217.20323,212.60323,218.60323,210.40323,28.605,0.00103,22333260,4815713487.0,-2.117832225607324,217.20323
HK.09988,阿里巴巴-W,2021-05-11 00:00:00,208.00323,205.00323,208.80323,204.40323,27.595,0.00111,24014630,5001804340.0,-3.5747340245018826,212.60323
HK.09988,阿里巴巴-W,2021-05-12 00:00:00,212.40323,217.60323,218.20323,211.40323,29.27,0.00144,31199699,6807868392.0,6.1462446225847245,205.00323
HK.09988,阿里巴巴-W,2021-05-13 00:00:00,213.20323,210.60323,215.40323,210.60323,28.339,0.00085,18348468,3966144932.0,-3.216864014380669,217.60323
HK.09988,阿里巴巴-W,2021-05-14 00:00:00,199.40323,202.00323,202.60323,197.60323,24.558,0.00243,52690766,10704069341.0,-4.083508120934325,210.60323
HK.09988,阿里巴巴-W,2021-05-17 00:00:00,202.00323,202.80323,206.20323,200.60323,24.654,0.00128,27817583,5733812100.0,0.39603327134918154,202.00323
HK.09988,阿里巴巴-W,2021-05-18 00:00:00,204.60323,205.00323,206.00323,204.00323,24.918,0.00085,18530861,3845032384.0,1.084795345715149,202.80323
HK.09988,阿里巴巴-W,2021-05-20 00:00:00,204.40323,203.40323,205.40323,201.80323,24.726,0.00142,30886478,6357357815.0,-0.7804755076298038,205.00323
HK.09988,阿里巴巴-W,2021-05-21 00:00:00,207.60323,205.40323,208.00323,203.40323,24.966,0.00178,38645780,8006115533.0,0.9832685547815538,203.40323
HK.09988,阿里巴巴-W,2021-05-24 00:00:00,203.40323,202.40323,203.40323,201.40323,24.606,0.00079,17159113,3520654616.0,-1.4605417840800263,205.40323
HK.09988,阿里巴巴-W,2021-05-25 00:00:00,201.00323,203.40323,204.40323,200.80323,24.726,0.00108,23472797,4825599754.0,0.4940632617374732,202.40323
HK.09988,阿里巴巴-W,2021-05-26 00:00:00,205.20323,204.40323,206.00323,203.80323,24.846,0.00077,16688924,3462679023.0,0.4916342773907769,203.40323
HK.09988,阿里巴巴-W,2021-05-27 00:00:00,202.80323,206.20323,206.20323,202.40323,25.063,0.00143,31113636,6457812433.0,0.8806123073495379,204.40323
HK.09988,阿里巴巴-W,2021-05-28 00:00:00,205.80323,204.80323,206.80323,204.00323,24.894,0.00112,24377407,5072496490.0,-0.6789418381079566,206.20323
HK.09988,阿里巴巴-W,2021-05-31 00:00:00,205.80323,208.40323,208.80323,205.20323,25.327,0.001,21707496,4545266466.0,1.75778477712485,204.80323
HK.09988,阿里巴巴-W,2021-06-01 00:00:00,211.00323,215.60323,217.00323,209.80323,26.191,0.00179,38847778,8428381502.0,3.454840887063021,208.40323
HK.09988,阿里巴巴-W,2021-06-02 00:00:00,213.20323,211.80323,213.20323,210.00323,25.735,0.00145,31538468,6760807899.0,-1.7624967863422005,215.60323
HK.09988,阿里巴巴-W,2021-06-03 00:00:00,211.20323,208.20323,211.20323,207.00323,25.303,0.00084,18209307,3851552375.0,-1.699690793195185,211.80323
HK.09988,阿里巴巴-W,2021-06-04 00:00:00,206.20323,207.60323,211.20323,206.00323,25.231,0.00184,39982639,8422125693.0,-0.2881799672368168,208.20323
HK.09988,阿里巴巴-W,2021-06-07 00:00:00,209.00323,209.40323,210.00323,206.40323,25.447,0.00109,23713310,4999389893.0,0.8670385330709987,207.60323
HK.09988,阿里巴巴-W,2021-06-08 00:00:00,209.20323,207.60323,209.40323,206.20323,25.231,0.00065,14131162,2968615171.0,-0.8595855947398765,209.40323
HK.09988,阿里巴巴-W,2021-06-09 00:00:00,206.60323,205.40323,207.80323,204.60323,24.966,0.00068,14721409,3065981586.0,-1.0597137626423196,207.60323
HK.09988,阿里巴巴-W,2021-06-10 00:00:00,206.20323,205.00323,208.60323,203.40323,24.918,0.00071,15353710,3191739630.0,-0.19473890454400627,205.40323
HK.09988,阿里巴巴-W,2021-06-11 00:00:00,205.20323,202.60323,205.40323,201.80323,24.63,0.001,21751657,4471789824.0,-1.1707132614447127,205.00323
HK.09988,阿里巴巴-W,2021-06-15 00:00:00,207.00323,203.80323,207.00323,201.80323,24.774,0.00076,16521833,3416462988.0,0.5922906559781979,202.60323
HK.09988,阿里巴巴-W,2021-06-16 00:00:00,202.80323,200.80323,202.80323,200.80323,24.414,0.00071,15362004,3133564451.0,-1.4720080736698824,203.80323
HK.09988,阿里巴巴-W,2021-06-17 00:00:00,199.40323,201.20323,201.40323,198.60323,24.462,0.00056,12114454,2457271206.0,0.1991999829883101,200.80323
HK.09988,阿里巴巴-W,2021-06-18 00:00:00,201.80323,204.40323,205.00323,201.20323,24.846,0.00123,26572314,5484834338.0,1.5904317241825676,201.20323
HK.09988,阿里巴巴-W,2021-06-21 00:00:00,203.40323,202.80323,205.00323,201.20323,24.654,0.00067,14510523,2978268160.0,-0.7827664954218161,204.40323
HK.09988,阿里巴巴-W,2021-06-22 00:00:00,201.40323,200.40323,201.80323,199.20323,24.366,0.00075,16162775,3284650437.0,-1.183413104416535,202.80323
HK.09988,阿里巴巴-W,2021-06-23 00:00:00,202.40323,204.60323,205.00323,201.60323,24.87,0.00076,16558423,3415871148.0,2.095774604032075,200.40323
HK.09988,阿里巴巴-W,2021-06-24 00:00:00,207.00323,207.60323,210.00323,206.60323,25.231,0.00076,16482032,3469139076.0,1.4662525122403982,204.60323
HK.09988,阿里巴巴-W,2021-06-25 00:00:00,210.20323,213.00323,213.80323,208.60323,25.879,0.00136,29426102,6310805455.0,2.6011155992129824,207.60323
HK.09988,阿里巴巴-W,2021-06-28 00:00:00,218.20323,219.40323,222.40323,216.60323,26.647,0.00107,23248108,5138780379.0,3.004649272219959,213.00323
HK.09988,阿里巴巴-W,2021-06-29 00:00:00,219.40323,216.80323,220.20323,215.40323,26.335,0.00105,22735870,4995780387.0,-1.1850326907220072,219.40323
HK.09988,阿里巴巴-W,2021-06-30 00:00:00,219.40323,217.40323,220.20323,217.40323,26.407,0.00082,17882516,3953022291.0,0.27674864438135643,216.80323
HK.09988,阿里巴巴-W,2021-07-02 00:00:00,213.60323,209.40323,213.60323,208.00323,25.447,0.00125,27196447,5775348343.0,-3.679798133633985,217.40323
HK.09988,阿里巴巴-W,2021-07-05 00:00:00,206.40323,203.40323,207.20323,202.40323,24.726,0.00099,21390710,4424221111.0,-2.8652853157995697,209.40323
HK.09988,阿里巴巴-W,2021-07-06 00:00:00,202.60323,206.80323,206.80323,201.00323,25.135,0.00085,18506503,3831531354.0,1.6715565431286443,203.40323
HK.09988,阿里巴巴-W,2021-07-07 00:00:00,204.40323,203.20323,204.40323,201.80323,24.702,0.00078,16935600,3485370834.0,-1.740785189863825,206.80323
HK.09988,阿里巴巴-W,2021-07-08 00:00:00,199.60323,194.70323,200.60323,194.40323,23.682,0.00174,37789548,7536824126.0,-4.183004374487552,203.20323
HK.09988,阿里巴巴-W,2021-07-09 00:00:00,192.40323,192.90323,194.00323,187.30323,23.466,0.00165,35815396,6949893725.0,-0.9244838927428081,194.70323
HK.09988,阿里巴巴-W,2021-07-12 00:00:00,196.70323,194.80323,198.20323,192.70323,23.694,0.0009,19585720,3860325694.0,0.9849498113639702,192.90323
HK.09988,阿里巴巴-W,2021-07-13 00:00:00,196.80323,202.60323,204.80323,195.00323,24.63,0.00139,30179190,6158281848.0,4.0040403847513115,194.80323
HK.09988,阿里巴巴-W,2021-07-14 00:00:00,202.60323,203.80323,204.20323,201.20323,24.774,0.00119,25764588,5301107250.0,0.5922906559781979,202.60323
HK.09988,阿里巴巴-W,2021-07-15 00:00:00,203.80323,208.00323,211.60323,203.40323,25.279,0.00209,45293673,9575940689.0,2.0608113031378297,203.80323
HK.09988,阿里巴巴-W,2021-07-16 00:00:00,207.80323,206.80323,209.00323,205.20323,25.135,0.00254,55141154,11568748321.0,-0.5769141181124873,208.00323
HK.09988,阿里巴巴-W,2021-07-19 00:00:00,203.20323,200.00323,203.20323,199.20323,24.318,0.002,43294441,8938676268.0,-3.2881498030760987,206.80323
HK.09988,阿里巴巴-W,2021-07-20 00:00:00,201.40323,200.20323,203.80323,197.80323,24.342,0.00068,14790988,3004026921.0,0.09999838502607614,200.00323
HK.09988,阿里巴巴-W,2021-07-21 00:00:00,203.00323,200.40323,203.40323,198.80323,24.366,0.00068,14800334,3003592349.0,0.09989848815127361,200.20323
HK.09988,阿里巴巴-W,2021-07-22 00:00:00,203.00323,204.80323,205.00323,202.80323,24.894,0.00056,12066102,2493377839.0,2.195573394700278,200.40323
HK.09988,阿里巴巴-W,2021-07-23 00:00:00,206.20323,202.60323,206.20323,200.80323,24.63,0.00054,11735052,2416973322.0,-1.0742018082429738,204.80323
HK.09988,阿里巴巴-W,2021-07-26 00:00:00,196.60323,189.50323,196.60323,189.40323,23.058,0.002,43322099,8446825053.0,-6.465839661095233,202.60323
HK.09988,阿里巴巴-W,2021-07-27 00:00:00,181.20323,177.30323,185.90323,171.90323,21.594,0.00308,66752350,12137007766.0,-6.43788499013974,189.50323
HK.09988,阿里巴巴-W,2021-07-28 00:00:00,176.90323,180.60323,182.00323,173.60323,21.99,0.00243,52598759,9511125623.0,1.8612182079254747,177.30323
HK.09988,阿里巴巴-W,2021-07-29 00:00:00,189.20323,194.70323,194.70323,186.70323,23.682,0.00263,57050274,11034896844.0,7.807169340216117,180.60323
HK.09988,阿里巴巴-W,2021-07-30 00:00:00,187.80323,186.40323,188.10323,183.00323,22.686,0.00123,26604358,5013843337.0,-4.262897949869647,194.70323
HK.09988,阿里巴巴-W,2021-08-02 00:00:00,186.40323,189.30323,190.70323,184.60323,23.034,0.00112,24424086,4661555040.0,1.5557670325777109,186.40323
HK.09988,阿里巴巴-W,2021-08-03 00:00:00,192.90323,190.90323,192.90323,184.60323,23.288,0.00119,25920558,4971672774.0,0.8452048071234677,189.30323
HK.09988,阿里巴巴-W,2021-08-04 00:00:00,188.70323,189.70323,191.90323,183.90323,23.143,0.00106,23029276,4419809672.0,-0.6285907263067351,190.90323
HK.09988,阿里巴巴-W,2021-08-05 00:00:00,192.30323,189.90323,195.00323,189.20323,23.167,0.00097,21169911,4115268662.0,0.1054278306173369,189.70323
HK.09988,阿里巴巴-W,2021-08-06 00:00:00,189.60323,190.90323,191.70323,187.70323,23.288,0.00071,15486524,2984418119.0,0.5265839870127538,189.90323
HK.09988,阿里巴巴-W,2021-08-09 00:00:00,184.40323,186.10323,189.00323,182.50323,22.71,0.00129,28015589,5268905113.0,-2.5143629052269105,190.90323
HK.09988,阿里巴巴-W,2021-08-10 00:00:00,187.40323,190.30323,190.30323,185.00323,23.215,0.00083,17983679,3433989554.0,2.2568119854771016,186.10323
HK.09988,阿里巴巴-W,2021-08-11 00:00:00,188.00323,188.60323,189.80323,185.80323,23.011,0.00063,13796247,2629768302.0,-0.8933111645031022,190.30323
HK.09988,阿里巴巴-W,2021-08-12 00:00:00,187.40323,186.10323,188.20323,183.80323,22.71,0.00067,14517317,2733942590.0,-1.3255340324765381,188.60323
HK.09988,阿里巴巴-W,2021-08-13 00:00:00,182.90323,181.40323,183.20323,178.90323,22.144,0.00099,21527678,3944021088.0,-2.525480078986264,186.10323
HK.09988,阿里巴巴-W,2021-08-16 00:00:00,181.30323,177.80323,181.30323,177.00323,21.711,0.0009,19542473,3535678619.0,-1.9845291619118326,181.40323
HK.09988,阿里巴巴-W,2021-08-17 00:00:00,175.30323,169.20323,176.30323,168.40323,20.621,0.00197,42641139,7423462698.0,-4.8368075203133385,177.80323
HK.09988,阿里巴巴-W,2021-08-18 00:00:00,167.40323,169.00323,170.10323,166.80323,20.597,0.00107,23291029,3989823219.0,-0.11820105325411852,169.20323
HK.09988,阿里巴巴-W,2021-08-19 00:00:00,166.00323,159.50323,166.80323,157.70323,19.457,0.00209,45396323,7465024146.0,-5.621194340486865,169.00323
HK.09988,阿里巴巴-W,2021-08-20 00:00:00,155.50323,155.30323,158.10323,152.50323,18.953,0.00253,54863086,8667704071.0,-2.6331755162575634,159.50323
HK.09988,阿里巴巴-W,2021-08-23 00:00:00,153.30323,149.50323,157.40323,148.60323,18.257,0.00321,69681080,10752794232.0,-3.7346293441546647,155.30323
HK.09988,阿里巴巴-W,2021-08-24 00:00:00,154.20323,163.90323,164.00323,153.70323,19.985,0.0024,52107427,8431895586.0,9.631898922852706,149.50323
HK.09988,阿里巴巴-W,2021-08-25 00:00:00,168.20323,161.50323,169.70323,159.80323,19.697,0.00248,53797802,8926318762.0,-1.4642786478338503,163.90323
HK.09988,阿里巴巴-W,2021-08-26 00:00:00,161.70323,159.60323,163.30323,157.50323,19.469,0.0012,25997432,4228107633.0,-1.1764470592941116,161.50323
HK.09988,阿里巴巴-W,2021-08-27 00:00:00,158.10323,153.30323,160.50323,151.10323,18.713,0.00238,51566566,8137562763.0,-3.9472885354513085,159.60323
HK.09988,阿里巴巴-W,2021-08-30 00:00:00,153.30323,155.60323,157.50323,151.70323,18.989,0.00152,33016759,5205951121.0,1.5002945469576752,153.30323
HK.09988,阿里巴巴-W,2021-08-31 00:00:00,155.90323,162.90323,162.90323,152.10323,19.865,0.0023,49830778,8068832103.0,4.691419323364953,155.60323
HK.09988,阿里巴巴-W,2021-09-01 00:00:00,160.90323,162.60323,165.00323,159.10323,19.829,0.00167,36318509,5990303590.0,-0.18415841110087955,162.90323
HK.09988,阿里巴巴-W,2021-09-02 00:00:00,167.40323,168.40323,169.30323,165.00323,20.525,0.00149,32232099,5482550520.0,3.566964813675603,162.60323
HK.09988,阿里巴巴-W,2021-09-03 00:00:00,165.80323,162.30323,165.90323,161.40323,19.793,0.00222,48210742,7969997734.0,-3.6222583141665354,168.40323
HK.09988,阿里巴巴-W,2021-09-06 00:00:00,161.90323,165.40323,165.40323,161.20323,20.165,0.00112,24264531,4022363154.0,1.9100051181975823,162.30323
HK.09988,阿里巴巴-W,2021-09-07 00:00:00,165.80323,167.40323,169.20323,165.70323,20.405,0.00111,24179489,4114852274.0,1.2091662297042203,165.40323
HK.09988,阿里巴巴-W,2021-09-08 00:00:00,167.40323,168.30323,170.80323,166.70323,20.513,0.00115,24995877,4279542760.0,0.5376240350917993,167.40323
HK.09988,阿里巴巴-W,2021-09-09 00:00:00,162.40323,158.40323,163.50323,157.70323,19.325,0.00131,28379942,4632163922.0,-5.882240049700773,168.30323
HK.09988,阿里巴巴-W,2021-09-10 00:00:00,161.10323,165.30323,165.60323,160.80323,20.153,0.00128,27766697,4624973117.0,4.355971781636022,158.40323
HK.09988,阿里巴巴-W,2021-09-13 00:00:00,158.90323,158.20323,160.40323,154.30323,19.301,0.00119,25905101,4149204466.0,-4.295136882685246,165.30323
HK.09988,阿里巴巴-W,2021-09-14 00:00:00,157.80323,155.70323,159.50323,153.80323,19.001,0.00103,22361537,3546557742.0,-1.5802458647652138,158.20323
HK.09988,阿里巴巴-W,2021-09-15 00:00:00,152.90323,151.40323,154.30323,151.00323,18.485,0.0013,28239189,4369306956.0,-2.7616639680499775,155.70323
HK.09988,阿里巴巴-W,2021-09-16 00:00:00,151.00323,148.90323,151.30323,146.50323,18.185,0.00156,33935111,5123135373.0,-1.6512197262898554,151.40323
HK.09988,阿里巴巴-W,2021-09-17 00:00:00,148.00323,152.30323,153.10323,147.60323,18.593,0.00139,30179321,4647387717.0,2.2833621540647613,148.90323
HK.09988,阿里巴巴-W,2021-09-20 00:00:00,151.60323,148.90323,151.70323,148.10323,18.185,0.00083,17981515,2738711003.0,-2.232388636800418,152.30323
HK.09988,阿里巴巴-W,2021-09-21 00:00:00,143.40323,146.10323,146.90323,142.90323,17.848,0.0011,23944111,3537636053.0,-1.880415891582749,148.90323
HK.09988,阿里巴巴-W,2021-09-23 00:00:00,145.40323,145.80323,148.20323,143.80323,17.812,0.0015,32529431,4818547949.0,-0.2053342694750711,146.10323
HK.09988,阿里巴巴-W,2021-09-24 00:00:00,144.10323,141.70323,145.70323,141.20323,17.32,0.0014,30354881,4425802658.0,-2.8120090343677724,145.80323
HK.09988,阿里巴巴-W,2021-09-27 00:00:00,139.60323,139.30323,142.90323,138.60323,17.032,0.00146,31609172,4513012652.0,-1.6936805180799177,141.70323
HK.09988,阿里巴巴-W,2021-09-28 00:00:00,142.80323,148.30323,150.40323,141.90323,18.113,0.00196,42597994,6395197877.0,6.460726000394964,139.30323
HK.09988,阿里巴巴-W,2021-09-29 00:00:00,145.70323,145.70323,146.70323,142.90323,17.8,0.00115,24903515,3682628903.0,-1.7531647827225494,148.30323
HK.09988,阿里巴巴-W,2021-09-30 00:00:00,142.30323,139.60323,142.30323,138.40323,17.068,0.00175,38043224,5421289300.0,-4.186592157222592,145.70323
HK.09988,阿里巴巴-W,2021-10-04 00:00:00,140.90323,134.40323,140.90323,133.80323,16.444,0.00193,41840351,5829085747.0,-3.724842183092747,139.60323
HK.09988,阿里巴巴-W,2021-10-05 00:00:00,129.40323,132.70323,133.30323,129.40323,16.24,0.0014,30437300,4082575636.0,-1.2648505545588578,134.40323
HK.09988,阿里巴巴-W,2021-10-06 00:00:00,136.00323,134.70323,136.60323,133.10323,16.48,0.00086,18712471,2572493738.0,1.50712232098646,132.70323
HK.09988,阿里巴巴-W,2021-10-07 00:00:00,138.70323,144.70323,145.20323,138.50323,17.68,0.00149,32227036,4680382293.0,7.423726958885841,134.70323
HK.09988,阿里巴巴-W,2021-10-08 00:00:00,151.80323,152.90323,152.90323,148.20323,18.665,0.00255,55270783,8501337801.0,5.666770534424157,144.70323
HK.09988,阿里巴巴-W,2021-10-11 00:00:00,160.40323,165.20323,167.90323,159.40323,20.141,0.00402,87174082,14547536338.0,8.044303576843983,152.90323
HK.09988,阿里巴巴-W,2021-10-12 00:00:00,157.60323,158.70323,160.40323,156.40323,19.361,0.00239,51876960,8353973669.0,-3.9345477688299435,165.20323
HK.09988,阿里巴巴-W,2021-10-15 00:00:00,158.70323,159.20323,159.60323,156.20323,19.421,0.0019,41251499,6636668133.0,0.31505344913269884,158.70323
HK.09988,阿里巴巴-W,2021-10-18 00:00:00,159.90323,160.30323,160.30323,157.30323,19.553,0.00094,20485496,3302423184.0,0.6909407554105672,159.20323
HK.09988,阿里巴巴-W,2021-10-19 00:00:00,160.10323,162.20323,163.30323,159.60323,19.781,0.00104,22621183,3721441865.0,1.1852537219617951,160.30323
HK.09988,阿里巴巴-W,2021-10-20 00:00:00,170.00323,173.20323,177.30323,168.40323,21.101,0.0034,73819843,13003598263.0,6.781615877809585,162.20323
HK.09988,阿里巴巴-W,2021-10-21 00:00:00,170.40323,171.30323,172.90323,167.90323,20.873,0.00182,39498418,6847932868.0,-1.096977233045814,173.20323
HK.09988,阿里巴巴-W,2021-10-22 00:00:00,170.00323,171.80323,172.40323,168.70323,20.933,0.00112,24304039,4217454712.0,0.2918800772174582,171.30323
HK.09988,阿里巴巴-W,2021-10-25 00:00:00,171.80323,171.40323,174.20323,170.70323,20.885,0.00106,22993063,4015251524.0,-0.23282449346266987,171.80323
